1,38,60,96,134,160,199,219,249,265,302,338,370,397,417,416,449,476,509,542,577,597,642,679,688,725,765,806,836,849,893,939,984,974,1006,1045,1072,1117,1135,1155,1202,1250,1276,1293,1321,1363,1386,1421,1383,1405,1451,1499,
1,39,61,93,101,103,129,176,133,151,178,197,239,279,302,299,344,392,440,481,503,540,531,574,600,638,656,680,729,732,765,806,852,826,842,869,898,909,943,977,1003,970,987,1032,1045,1082,1065,1099,1145,1189,1203,1214,1248,1257,1297,1330,1365,1395,1421,1435,1467,1499,
1,7,38,81,115,160,193,215,261,302,333,361,407,454,480,527,568,617,659,706,733,768,807,848,799,844,890,925,974,1014,1046,1086,1114,1153,1192,1210,1242,1267,1279,1291,1334,1355,1395,1431,1447,1484,1499,
