1,86,263,428,470,304,389,479,637,552,746,824,1016,1020,1182,1367,1499,
1,183,358,435,413,607,711,890,1010,1171,1313,1499,
1,47,65,237,359,375,459,422,529,726,876,1070,1158,1337,1499,
