1,22,27,47,96,150,179,249,305,361,311,392,474,536,576,639,710,780,845,838,764,833,858,923,957,1029,1105,1062,1144,1100,1084,1141,1203,1173,1217,1244,1321,1358,1403,1382,1439,1499,
1,7,60,86,111,181,261,275,349,353,417,490,549,550,629,707,709,786,854,929,994,1035,1110,1175,1210,1242,1291,1341,1383,1425,1499,
1,39,90,91,146,159,235,274,297,289,314,352,424,504,518,514,517,587,541,606,654,696,655,727,774,793,761,825,891,948,965,984,1004,1072,1148,1204,1205,1270,1327,1382,1440,1499,
