1,39,29,104,131,165,209,277,291,331,408,486,545,539,607,665,681,744,793,842,883,894,962,997,966,1016,1051,1095,1162,1246,1211,1186,1252,1318,1364,1419,1499,
1,35,115,72,158,211,299,331,357,427,499,544,589,675,698,712,674,734,817,874,815,890,970,1005,1009,991,1077,1164,1227,1253,1326,1394,1434,1499,
1,17,98,51,106,129,184,233,255,267,272,344,411,487,540,516,604,686,697,725,721,807,868,913,996,970,1007,1087,1134,1197,1273,1325,1369,1411,1499,
