1,23,147,236,172,191,301,424,539,644,709,821,917,1023,1106,1117,1191,1148,1258,1174,1264,1375,1499,
1,16,140,91,174,147,230,335,428,543,626,657,692,750,864,746,835,877,989,1028,991,1054,1109,1176,1236,1340,1463,1499,
1,39,143,167,252,279,369,426,491,615,612,684,803,873,921,1027,1132,1226,1340,1371,1394,1499,
