1,17,88,160,168,234,309,344,328,395,439,515,551,541,558,480,517,520,596,620,690,735,764,809,845,906,909,949,1021,1067,1145,1194,1254,1299,1262,1296,1363,1388,1428,1499,
1,63,52,78,135,145,172,170,213,283,349,405,385,356,392,430,466,530,602,608,682,737,802,845,886,867,905,944,997,1056,1064,1097,1162,1222,1295,1340,1329,1407,1437,1499,
1,77,105,144,176,226,300,329,382,393,378,428,465,531,607,671,679,688,695,749,789,798,841,909,970,961,1036,1060,1074,1152,1181,1183,1219,1263,1329,1388,1433,1499,
