1,85,96,149,243,261,354,412,468,548,532,622,712,787,791,747,807,821,903,932,1006,1066,1115,1197,1286,1358,1412,1499,
1,80,162,254,329,411,453,387,348,440,497,549,646,739,750,818,856,859,920,982,1015,1049,1133,1192,1262,1350,1423,1499,
1,54,44,98,181,275,212,269,338,406,444,508,557,610,693,786,821,860,933,944,973,1053,1070,1143,1161,1216,1244,1320,1415,1499,
