1,6,24,47,71,97,91,108,132,157,174,172,188,211,212,231,217,243,266,291,298,314,318,339,363,379,396,420,426,447,469,487,483,495,505,514,541,566,584,587,606,622,647,657,682,708,735,762,787,812,835,851,874,887,908,933,951,974,989,1014,1036,1052,1072,1077,1094,1121,1148,1165,1174,1179,1200,1215,1240,1261,1256,1274,1298,1325,1336,1363,1382,1392,1402,1426,1443,1461,1473,1499,
1,23,20,28,27,49,75,92,99,120,105,130,135,150,168,185,191,210,199,211,236,232,242,266,284,303,298,323,342,358,384,410,431,445,451,449,456,465,473,483,494,497,505,516,537,547,572,578,602,628,632,655,673,682,703,680,698,707,726,752,778,793,814,822,845,844,817,842,862,852,865,884,909,912,933,960,967,975,1002,1010,1037,1061,1057,1069,1093,1070,1090,1107,1134,1154,1161,1186,1204,1221,1242,1259,1266,1287,1283,1305,1331,1349,1366,1387,1414,1429,1425,1428,1449,1459,1472,1499,
1,3,16,39,54,81,101,120,140,142,164,175,195,216,230,243,269,242,261,272,292,308,325,352,370,394,404,411,434,441,452,477,501,518,540,563,590,591,608,606,613,636,643,665,682,707,733,736,722,740,716,743,763,764,783,808,830,855,879,887,902,929,954,973,997,1020,1029,1036,1063,1041,1064,1085,1112,1119,1127,1129,1148,1174,1195,1200,1217,1232,1258,1284,1302,1320,1328,1344,1359,1375,1400,1414,1430,1423,1434,1441,1467,1472,1499,
