1,9,99,223,260,291,415,530,549,674,733,843,957,865,921,1001,1014,1070,1052,1119,1099,1145,1244,1310,1255,1378,1499,
1,16,17,137,225,185,302,335,323,255,240,305,327,397,417,528,581,567,688,623,731,806,798,768,869,990,1063,1128,1165,1166,1216,1302,1420,1499,
1,33,118,227,328,315,301,392,466,564,559,668,707,801,921,969,1092,1198,1321,1216,1332,1417,1499,
