1,6,93,18,95,168,159,220,282,209,275,333,350,404,412,457,500,567,514,601,643,697,707,720,753,823,910,959,1023,1038,1100,1075,1160,1093,1175,1182,1170,1217,1284,1345,1414,1499,
1,39,57,132,177,237,305,273,314,393,474,534,595,665,677,750,815,828,883,852,915,956,1026,1078,1144,1165,1215,1299,1357,1417,1499,
1,74,124,180,213,256,327,330,404,476,512,572,638,648,727,745,793,833,915,963,914,992,1048,1134,1166,1220,1236,1194,1271,1318,1398,1456,1499,
