1,182,345,204,352,514,684,753,935,1071,1036,1198,1371,1499,
1,72,232,291,256,361,452,508,629,713,882,1040,1093,1210,1293,1415,1499,
1,24,85,72,177,353,429,594,658,785,854,780,908,1057,1187,1347,1499,
