1,26,48,62,72,98,81,93,92,116,145,162,185,194,200,227,255,272,295,321,350,362,389,412,433,457,471,496,522,537,559,586,607,620,650,680,699,726,749,777,795,823,853,864,877,888,917,942,949,960,990,981,1003,1033,1038,1062,1086,1114,1135,1141,1147,1164,1157,1172,1196,1225,1232,1253,1266,1282,1286,1297,1296,1318,1320,1343,1370,1384,1410,1429,1457,1469,1499,
1,30,36,44,51,73,54,76,102,105,129,139,169,199,227,240,251,239,231,258,279,285,312,334,358,384,410,439,463,492,522,540,569,570,595,624,642,647,677,695,723,747,746,774,788,806,827,828,847,865,875,900,925,955,968,992,1021,1044,1046,1062,1091,1118,1136,1158,1188,1189,1203,1233,1240,1210,1232,1262,1282,1304,1327,1347,1377,1399,1423,1444,1471,1499,
1,14,22,31,39,51,80,90,97,113,133,153,174,180,194,217,247,277,297,327,335,346,363,393,406,415,439,456,455,460,489,500,520,533,547,567,584,605,629,655,676,706,729,736,759,788,814,818,840,845,872,891,903,932,939,956,975,957,979,993,1006,996,1007,1027,1039,1062,1083,1102,1130,1141,1151,1169,1192,1193,1208,1238,1219,1223,1207,1235,1265,1294,1322,1335,1365,1379,1408,1435,1436,1438,1449,1419,1418,1445,1472,1499,
