1,33,29,68,112,149,144,229,297,366,447,533,534,579,633,677,687,772,855,854,915,984,1061,1118,1205,1151,1186,1242,1327,1409,1499,
1,56,40,63,103,189,99,181,225,267,310,356,394,453,531,566,581,588,609,633,720,797,874,964,971,1043,982,1053,1079,1153,1169,1233,1285,1352,1419,1499,
1,53,76,164,238,257,301,369,389,424,510,597,591,681,751,830,889,948,1035,996,1067,1129,1183,1204,1248,1325,1323,1328,1411,1499,
