1,35,172,223,198,323,400,564,570,734,786,851,945,1097,1247,1286,1465,1499,
1,177,243,388,487,535,649,816,951,1075,1038,1174,1345,1499,
1,77,129,288,177,333,484,660,818,970,1135,1247,1178,1331,1499,
