1,5,0,22,8,28,61,92,121,139,144,174,177,191,208,235,258,279,297,308,321,350,379,374,407,404,426,450,463,459,464,434,451,472,494,522,542,568,581,610,638,637,643,673,653,667,680,704,721,748,755,781,807,810,832,861,892,898,929,949,960,980,972,1004,1033,1060,1042,1071,1076,1056,1087,1111,1103,1122,1149,1175,1205,1198,1221,1242,1241,1260,1275,1291,1294,1318,1350,1379,1404,1430,1443,1439,1455,1486,1499,
1,11,37,69,65,84,116,126,156,183,216,217,249,258,276,301,332,358,369,361,374,387,407,432,453,470,471,495,520,550,561,567,591,624,650,628,655,662,684,717,746,760,769,785,810,809,829,848,876,860,885,894,921,928,941,966,971,998,1020,1053,1074,1106,1132,1161,1186,1201,1195,1228,1240,1262,1285,1300,1332,1338,1362,1384,1403,1406,1401,1430,1446,1466,1499,
1,26,51,54,35,49,50,73,102,101,110,140,143,157,184,217,222,252,283,304,337,315,326,359,388,407,428,446,451,482,486,508,523,549,570,601,599,617,644,650,671,687,701,722,723,744,747,772,783,799,824,827,860,885,892,918,947,954,963,971,998,1012,1026,1047,1042,1073,1102,1135,1153,1174,1168,1201,1205,1234,1264,1280,1297,1312,1327,1349,1367,1369,1388,1418,1446,1469,1499,
