1,94,109,217,277,324,443,558,538,632,752,864,803,833,893,1002,1121,1239,1356,1440,1499,
1,17,27,73,101,166,151,258,333,280,369,490,605,622,734,729,786,898,988,1081,1197,1278,1318,1415,1499,
1,97,90,77,155,200,111,228,313,375,463,539,599,699,818,853,973,1094,1123,1223,1264,1378,1499,
