1468,1289,1165,1070,993,974,967,953,926,838,601,552,496,394,388,186,160,142,123,40,
1426,1404,1182,1153,1112,1007,929,780,760,712,692,638,479,399,387,362,322,215,158,73,34,
1458,1428,1350,1311,1241,1209,1193,1182,1148,1007,941,752,702,644,546,414,339,186,156,132,113,101,49,5,
