1,165,272,372,254,352,486,388,496,645,774,609,714,677,813,944,922,1041,1140,1281,1416,1499,
1,26,8,171,275,437,549,702,829,921,1035,1166,1280,1433,1499,
1,136,291,449,571,734,753,892,994,1093,1139,1229,1372,1499,
