1,91,261,416,461,517,724,960,1121,1284,1499,
1,144,90,3,64,208,427,409,486,660,708,811,1015,907,1055,1265,1499,
1,193,268,169,350,411,573,756,550,672,726,678,929,1027,1273,1499,
