1,91,154,278,464,627,768,916,927,1077,958,1145,1306,1457,1499,
1,135,314,350,230,347,524,707,814,985,953,1014,1142,1314,1499,
1,139,148,200,271,450,569,608,790,901,1006,1173,1289,1339,1499,
