1,13,22,31,29,41,48,54,60,58,66,65,73,81,90,96,104,107,114,122,129,141,150,157,167,171,174,185,197,208,216,226,238,244,248,257,263,271,280,287,283,294,286,291,295,306,317,329,339,351,358,368,378,383,391,400,411,420,428,432,441,453,464,475,487,490,492,504,514,525,530,540,549,559,571,578,575,577,583,581,588,599,609,602,610,619,631,633,643,655,666,669,672,680,690,697,707,718,728,737,739,750,752,761,772,784,789,797,798,808,818,819,826,838,849,861,859,870,881,889,897,890,902,912,905,908,911,923,924,934,945,956,952,962,972,977,989,993,1005,1015,1024,1035,1047,1056,1063,1075,1086,1098,1106,1109,1113,1125,1135,1146,1147,1142,1152,1162,1168,1180,1191,1203,1206,1218,1228,1240,1252,1263,1265,1273,1285,1296,1299,1311,1323,1335,1330,1342,1349,1355,1358,1368,1378,1377,1384,1390,1394,1401,1407,1414,1422,1423,1435,1444,1455,1463,1469,1480,1492,1499,
1,10,21,25,34,46,53,54,59,62,67,74,86,94,96,105,115,118,128,131,138,142,153,147,158,167,174,185,195,201,209,213,223,230,239,242,252,264,261,273,278,284,281,293,297,306,313,325,329,331,339,350,354,363,360,372,384,388,394,403,412,419,428,439,450,448,457,468,476,485,495,493,498,506,510,522,521,531,541,545,556,557,569,578,583,594,600,610,622,624,627,639,647,659,662,673,682,692,696,703,710,713,721,728,739,750,755,747,753,762,771,777,775,783,792,795,801,799,811,814,818,821,827,838,850,856,868,879,887,894,906,915,927,937,938,946,952,948,957,966,978,989,994,999,1006,1016,1023,1030,1042,1052,1049,1059,1069,1071,1083,1079,1082,1094,1101,1112,1119,1122,1131,1129,1138,1144,1156,1161,1172,1182,1192,1200,1211,1221,1219,1231,1240,1243,1254,1263,1275,1281,1291,1298,1296,1299,1311,1320,1332,1340,1343,1354,1361,1367,1377,1383,1391,1400,1407,1415,1419,1427,1437,1430,1440,1443,1447,1450,1460,1470,1475,1477,1483,1491,1499,
1,4,9,8,15,27,29,41,42,51,59,69,79,86,92,95,106,98,101,108,113,114,125,132,141,152,156,164,171,178,187,191,203,192,204,202,209,220,227,238,249,261,271,267,276,286,284,292,297,309,306,315,322,327,338,346,340,349,352,361,372,363,374,380,392,402,408,407,418,429,438,445,456,468,480,492,489,496,506,515,520,518,525,523,534,538,549,557,562,569,581,593,592,599,608,620,629,637,644,646,652,663,667,669,678,681,684,696,698,710,714,715,713,723,722,727,738,739,743,752,756,750,760,772,777,789,799,805,811,819,831,839,851,861,867,875,866,868,879,888,899,910,915,923,934,941,953,950,959,954,964,974,980,986,992,1000,1012,1006,1015,1026,1037,1046,1057,1059,1071,1078,1085,1087,1089,1097,1108,1120,1132,1141,1144,1151,1143,1153,1159,1169,1175,1187,1191,1201,1207,1215,1224,1228,1237,1249,1260,1271,1279,1290,1301,1312,1324,1332,1339,1351,1362,1373,1376,1375,1386,1397,1407,1413,1406,1412,1424,1435,1447,1456,1467,1477,1488,1499,
