1,52,135,171,252,227,257,346,442,534,576,639,721,772,853,828,912,963,951,980,1050,1044,1142,1238,1325,1422,1499,
1,34,10,108,206,280,369,435,512,612,598,576,605,577,625,714,808,799,898,969,946,1030,1107,1207,1305,1341,1423,1499,
1,23,108,175,180,275,363,457,495,552,586,682,751,785,866,937,914,1010,1090,1175,1224,1200,1299,1327,1418,1499,
