1,17,46,101,126,136,175,106,213,317,282,392,474,567,637,733,844,927,843,947,961,1033,1089,1086,1197,1194,1268,1352,1440,1499,
1,28,7,71,160,244,283,330,386,420,489,577,631,739,830,928,1023,1115,1224,1280,1358,1469,1499,
1,106,152,170,274,324,414,510,526,574,660,616,655,735,758,861,941,1030,1091,1111,1062,1122,1232,1314,1398,1499,
