1,69,215,268,291,411,345,403,530,707,889,1062,1248,1384,1499,
1,182,222,51,232,95,276,418,567,688,835,1027,1172,1230,1410,1499,
1,193,357,315,371,448,640,684,773,910,1017,1131,1308,1499,
