1,4,24,38,88,139,179,208,252,293,316,350,356,358,397,450,499,526,571,622,662,679,712,767,794,796,812,857,881,935,978,945,974,1028,1059,1045,1092,1135,1185,1180,1216,1256,1290,1343,1362,1406,1359,1402,1448,1499,
1,11,55,91,114,72,122,158,207,248,288,308,329,362,379,423,446,450,490,526,569,622,581,635,684,720,776,767,762,817,833,887,929,950,1004,1048,1104,1143,1195,1246,1247,1295,1336,1366,1390,1446,1499,
1,51,35,90,55,53,104,146,193,243,214,267,316,296,343,385,391,419,452,479,455,503,532,572,562,607,647,703,752,798,847,882,910,964,998,1021,1056,1089,1070,1105,1157,1151,1167,1220,1247,1290,1329,1374,1430,1461,1499,
