1,49,54,101,108,141,139,181,203,249,264,299,281,323,355,400,413,405,408,456,475,521,554,551,588,631,652,653,676,709,729,730,775,817,851,860,874,877,894,935,983,1022,1067,1101,1142,1175,1209,1231,1268,1310,1338,1358,1315,1350,1369,1407,1443,1477,1499,
1,8,53,80,95,138,184,198,202,243,214,252,271,316,346,365,401,377,414,444,477,515,472,504,545,547,593,632,658,662,710,756,789,809,843,820,840,886,932,944,988,1028,1011,1043,1074,1096,1134,1133,1177,1193,1174,1218,1197,1243,1273,1289,1336,1373,1412,1378,1409,1426,1452,1499,
1,0,26,9,30,39,71,108,111,145,184,229,243,276,309,337,364,408,414,425,447,491,527,536,547,593,559,597,632,640,677,695,737,745,756,792,804,852,884,891,924,960,963,984,1004,1047,1090,1137,1169,1212,1260,1287,1326,1358,1390,1399,1420,1453,1499,
