1,19,27,75,110,157,202,214,211,235,292,291,341,343,383,417,445,487,474,516,539,595,647,705,733,792,805,860,921,936,995,1024,1065,1097,1129,1164,1170,1176,1194,1253,1264,1322,1342,1404,1438,1499,
1,60,44,63,111,149,184,132,190,249,282,319,356,330,351,405,465,460,473,487,533,579,636,692,663,716,772,822,878,903,962,990,1037,996,1046,1067,1099,1162,1218,1269,1278,1301,1363,1397,1442,1499,
1,61,89,135,145,110,138,137,151,192,254,269,332,391,441,470,532,537,507,550,563,609,664,688,712,774,828,868,886,944,901,935,977,1037,1070,1118,1169,1190,1229,1268,1285,1341,1392,1448,1499,
