1,149,97,260,264,423,521,660,778,928,902,1014,912,972,961,1065,1187,1351,1499,
1,74,208,173,338,416,516,470,461,520,396,540,543,697,703,810,834,839,981,1123,1150,1215,1257,1334,1499,
1,136,222,215,354,505,639,794,871,930,1056,1174,1297,1238,1401,1499,
