1,64,8,100,169,263,330,422,502,547,564,658,702,763,848,843,926,991,1045,1024,1071,1171,1226,1249,1328,1349,1428,1499,
1,97,120,152,119,186,266,190,242,286,361,441,473,560,594,586,664,662,758,838,884,985,1061,1023,1121,1212,1303,1222,1236,1270,1324,1387,1417,1499,
1,54,46,24,108,194,271,328,423,510,581,681,784,815,809,867,848,836,932,999,1088,1165,1150,1197,1276,1343,1389,1415,1499,
