1,122,281,429,568,611,759,903,1074,1246,1419,1499,
1,112,261,404,386,500,629,723,866,949,952,1020,1139,1303,1373,1499,
1,75,150,291,439,537,692,648,734,865,1039,1110,1121,1193,1327,1499,
