1,30,10,65,132,189,222,201,268,304,339,354,366,434,496,502,437,487,533,598,633,591,659,661,714,751,770,777,795,830,877,912,957,1018,1050,1089,1045,1076,1137,1198,1228,1240,1269,1307,1371,1437,1499,
1,19,86,65,127,177,230,253,290,346,407,465,516,565,574,572,555,610,640,658,709,747,815,838,887,891,913,971,1030,1092,1049,1106,1056,1117,1180,1224,1250,1277,1291,1318,1360,1335,1378,1391,1434,1499,
1,67,135,172,199,257,263,286,336,399,456,454,478,465,520,581,579,640,697,738,784,846,872,932,972,996,1025,1083,1086,1141,1205,1235,1280,1302,1327,1366,1402,1462,1499,
