1,102,178,245,316,413,496,432,404,445,521,548,634,733,830,911,986,1004,1106,1172,1270,1379,1465,1499,
1,66,131,184,285,324,390,490,541,532,640,584,654,656,738,658,768,711,795,848,897,909,961,1064,1147,1210,1291,1393,1499,
1,100,202,293,344,422,532,589,696,763,794,746,851,958,1032,1104,1114,1213,1317,1290,1397,1499,
