1,151,262,434,615,731,894,932,900,1046,1182,1332,1499,
1,154,332,475,609,688,860,985,1135,1160,1336,1499,
1,44,146,216,261,440,463,628,810,949,1093,976,1086,1228,1210,1379,1499,
