1,0,10,20,17,27,39,50,64,63,70,84,99,113,128,136,143,157,158,169,166,172,174,177,186,196,206,217,230,228,242,247,260,274,277,282,294,302,317,331,345,355,360,372,384,396,410,397,411,424,432,447,460,473,483,495,501,503,518,527,536,549,559,563,566,567,580,595,596,610,621,633,634,643,657,668,671,684,694,708,723,733,741,755,762,776,785,793,802,816,815,821,831,845,843,854,861,872,877,876,889,901,902,913,921,923,937,948,940,955,967,953,962,973,985,994,996,1011,1022,1031,1038,1053,1063,1074,1082,1084,1087,1101,1115,1123,1121,1125,1138,1153,1165,1179,1193,1183,1198,1212,1227,1232,1245,1255,1267,1278,1292,1304,1303,1309,1313,1327,1335,1343,1355,1363,1365,1379,1385,1398,1412,1422,1434,1445,1458,1472,1484,1499,
1,14,22,35,50,56,67,81,92,106,119,128,138,148,154,162,174,183,193,206,204,217,221,232,240,252,267,272,264,273,286,297,303,312,326,335,344,342,348,361,369,377,388,399,414,422,433,446,456,463,471,479,484,497,503,509,519,528,541,551,564,579,591,596,606,615,625,633,637,645,660,668,679,690,700,710,714,723,725,733,739,740,741,753,768,783,775,789,779,785,787,802,816,817,824,833,848,863,871,881,882,890,903,911,926,937,952,963,960,973,986,996,1009,1023,1031,1041,1047,1055,1057,1071,1086,1083,1091,1100,1108,1111,1120,1134,1136,1143,1141,1145,1157,1170,1183,1182,1187,1198,1208,1217,1229,1242,1247,1262,1269,1257,1271,1282,1296,1304,1318,1311,1308,1316,1326,1339,1353,1368,1383,1381,1393,1408,1423,1427,1441,1447,1460,1466,1479,1482,1485,1499,
1,0,15,3,13,26,38,53,55,64,66,81,70,84,99,111,119,133,136,145,152,162,173,180,191,200,208,217,216,211,222,226,232,243,257,267,272,268,281,286,294,299,314,325,336,346,358,369,375,389,401,411,422,426,441,456,463,469,468,482,474,489,503,511,523,522,534,548,563,577,585,598,602,612,611,622,637,651,662,672,678,675,689,692,702,712,720,733,746,754,767,779,788,786,800,803,814,825,822,832,840,841,842,854,859,871,872,883,886,901,913,927,935,942,948,963,967,971,981,995,1004,1019,1033,1037,1024,1035,1050,1055,1064,1075,1085,1100,1105,1115,1122,1131,1144,1156,1170,1164,1179,1184,1190,1204,1213,1224,1237,1225,1238,1249,1260,1258,1271,1282,1288,1300,1315,1329,1332,1338,1349,1360,1366,1362,1363,1375,1390,1403,1411,1415,1423,1438,1451,1463,1459,1472,1485,1499,
