1,38,45,76,120,161,199,207,232,208,240,267,300,325,333,340,370,399,390,415,425,448,477,487,531,547,546,551,563,604,605,631,668,683,724,742,777,807,851,860,902,940,974,983,1000,1038,1078,1084,1124,1135,1177,1212,1247,1284,1298,1330,1358,1356,1391,1412,1437,1472,1499,
1,35,76,111,155,189,226,265,300,337,372,409,415,432,437,448,491,516,535,519,562,594,624,617,655,674,656,649,687,714,758,797,821,820,841,837,878,900,895,901,932,970,1002,1046,1040,1059,1085,1122,1137,1166,1183,1220,1258,1287,1320,1349,1376,1395,1426,1457,1499,
1,15,18,21,44,77,94,102,133,170,186,217,221,265,289,329,353,391,429,458,500,504,529,520,563,604,605,596,591,588,621,664,690,728,732,759,799,794,809,831,875,906,939,981,1025,1053,1058,1048,1085,1082,1105,1134,1176,1178,1211,1234,1225,1268,1286,1323,1341,1369,1398,1417,1459,1499,
