1,38,105,58,150,96,176,271,321,388,446,539,592,596,655,710,787,837,821,879,952,974,1067,1127,1201,1257,1328,1410,1499,
1,26,22,55,103,178,185,206,274,324,417,505,477,556,503,584,652,667,730,820,876,966,1036,984,1029,1119,1213,1196,1280,1367,1427,1499,
1,67,141,147,114,184,266,317,375,390,461,519,604,682,768,792,848,933,1010,1090,1110,1106,1157,1207,1214,1299,1368,1411,1499,
