1,54,107,270,391,525,655,747,831,837,1002,992,964,1038,1206,1338,1499,
1,101,103,194,52,210,348,487,594,757,896,1017,931,1072,1086,1231,1381,1499,
1,145,265,336,392,449,472,622,790,958,1078,1243,1102,1254,1421,1499,
