1,13,182,153,125,332,533,569,677,881,945,995,1160,1317,1499,
1,82,311,408,551,760,918,1113,1333,1499,
1,29,240,103,113,190,299,84,76,290,273,218,434,646,875,731,880,1083,1281,1499,
