1,16,151,137,203,376,565,657,597,567,711,820,986,1118,1201,1291,1302,1499,
1,52,214,197,245,380,329,461,562,688,876,728,835,965,1057,1181,1338,1499,
1,123,255,391,571,688,803,861,943,1025,1201,1374,1499,
