1,84,27,56,193,216,288,444,547,686,774,873,949,1082,1240,1381,1499,
1,44,204,269,336,455,603,733,787,833,813,866,989,1132,1190,1248,1265,1329,1460,1499,
1,80,238,354,386,251,299,432,456,556,715,825,970,1086,989,1075,1121,1268,1277,1367,1499,
