1,25,41,61,93,109,130,136,166,198,225,254,278,287,294,302,328,345,368,353,381,409,428,458,477,489,519,543,559,589,604,634,659,645,665,692,709,740,764,767,781,812,843,873,888,883,890,903,918,947,973,983,1006,1024,1046,1077,1093,1081,1110,1094,1120,1138,1164,1189,1203,1224,1242,1269,1281,1259,1280,1311,1330,1362,1381,1413,1396,1417,1444,1465,1468,1499,
1,27,49,21,35,44,18,32,57,64,95,107,131,146,169,179,193,194,224,239,247,277,282,299,324,329,350,367,373,381,413,431,448,476,492,477,490,514,542,566,573,601,632,646,670,689,714,736,763,785,797,821,841,858,879,907,928,917,943,968,1000,1021,1037,1039,1061,1074,1100,1127,1144,1158,1168,1185,1215,1208,1239,1240,1269,1295,1275,1307,1327,1340,1351,1373,1366,1372,1399,1403,1433,1442,1447,1479,1499,
1,22,41,48,75,77,99,87,118,124,149,170,194,220,238,226,258,269,294,321,348,330,331,349,380,411,426,458,484,497,529,547,563,595,616,584,613,645,652,680,700,723,751,782,801,816,841,871,886,896,924,929,955,983,1013,1031,1044,1072,1083,1059,1053,1063,1081,1108,1107,1131,1154,1179,1197,1204,1230,1239,1250,1257,1272,1275,1300,1324,1354,1347,1377,1401,1417,1444,1475,1499,
