1,38,138,271,336,439,287,405,335,478,605,679,696,778,894,945,1096,1220,1221,1246,1370,1499,
1,23,105,186,299,440,569,643,725,882,951,1062,1217,1346,1499,
1,103,232,364,493,395,458,515,666,767,728,887,1046,1154,1197,1356,1499,
