1,23,17,13,18,42,63,82,101,116,137,160,153,175,199,220,240,263,285,294,302,324,342,357,381,400,416,433,447,457,472,496,513,524,530,529,546,565,580,591,584,606,627,646,641,655,678,687,711,723,735,750,761,771,792,802,798,810,821,843,858,878,892,895,880,901,906,921,937,954,976,987,993,1005,1026,1045,1061,1076,1100,1114,1120,1131,1154,1163,1182,1195,1199,1223,1247,1251,1260,1278,1286,1307,1317,1332,1354,1342,1352,1376,1390,1413,1428,1452,1468,1467,1478,1499,
1,13,37,59,81,104,109,121,131,152,153,172,178,195,214,233,249,262,266,275,286,291,313,335,346,364,382,406,418,441,458,479,496,515,536,560,579,585,607,618,636,641,633,657,674,698,693,704,718,732,747,766,786,797,813,835,857,833,844,848,869,888,898,921,945,953,966,971,992,1010,1029,1053,1071,1084,1106,1129,1152,1164,1172,1194,1211,1230,1243,1265,1279,1288,1310,1321,1324,1341,1356,1376,1397,1403,1423,1439,1438,1436,1446,1466,1473,1471,1492,1499,
1,0,5,10,26,45,54,60,77,94,110,117,136,154,157,161,162,172,185,197,201,222,239,252,251,274,293,315,333,332,341,350,360,348,371,375,382,392,402,406,419,443,459,475,479,489,502,513,514,523,545,554,570,587,610,628,652,674,693,715,723,742,747,758,773,794,818,837,859,874,891,892,910,934,938,951,972,978,998,994,1009,1020,1032,1038,1056,1069,1093,1115,1130,1149,1152,1169,1187,1207,1198,1208,1216,1232,1231,1244,1261,1254,1270,1293,1298,1289,1311,1328,1348,1366,1387,1409,1421,1431,1451,1454,1458,1472,1495,1499,
