1,8,22,45,56,82,106,125,144,166,193,216,232,255,281,303,290,302,327,331,357,378,397,392,417,424,446,471,478,506,517,539,546,572,591,617,611,633,659,674,692,720,740,760,752,747,766,769,783,807,835,863,881,903,922,920,924,953,966,978,1003,1027,1047,1072,1089,1102,1130,1134,1153,1168,1148,1174,1202,1193,1205,1226,1252,1275,1302,1328,1324,1346,1375,1385,1386,1376,1402,1397,1406,1417,1441,1462,1478,1499,
1,21,45,56,44,70,95,108,126,143,169,162,182,166,167,196,225,244,261,255,262,289,283,309,338,365,369,390,395,398,424,450,479,477,482,510,527,554,579,600,596,615,642,669,666,684,678,704,730,742,753,773,785,814,830,835,849,870,891,920,925,947,972,957,984,962,989,990,1016,1035,1063,1077,1083,1092,1121,1139,1150,1170,1196,1211,1228,1252,1279,1305,1331,1349,1369,1383,1398,1422,1445,1473,1499,
1,24,8,33,46,40,62,76,96,106,127,130,145,172,197,209,230,252,248,273,289,318,344,368,394,415,443,463,476,488,480,506,529,523,551,569,598,612,624,653,681,659,688,701,724,753,763,784,811,833,859,878,901,897,911,938,966,957,959,984,979,1004,1027,1047,1076,1099,1105,1131,1160,1178,1200,1222,1251,1245,1246,1258,1278,1296,1320,1316,1341,1368,1394,1398,1400,1401,1396,1417,1402,1427,1452,1462,1449,1468,1482,1499,
