1,91,207,74,132,251,336,461,544,673,698,791,868,957,1031,1104,1172,1238,1317,1434,1499,
1,132,199,312,426,397,509,605,644,740,855,969,989,1028,1134,1269,1376,1499,
1,28,57,86,156,227,262,341,459,582,702,713,741,761,836,939,1040,1103,1204,1290,1424,1499,
