1,7,82,196,246,335,428,386,516,620,536,662,652,784,821,883,894,1011,1015,1139,1267,1239,1251,1331,1414,1499,
1,100,229,336,407,422,530,605,664,792,844,874,982,1100,1232,1304,1373,1499,
1,55,69,131,170,301,344,454,499,491,592,699,816,934,1001,1043,1018,1058,970,1045,1168,1150,1261,1389,1499,
