1,28,77,102,146,110,96,140,145,154,209,252,267,302,276,303,356,370,374,385,437,490,514,546,600,632,625,657,658,712,750,785,802,850,883,873,904,945,974,995,1046,1067,1033,1075,1125,1175,1207,1232,1242,1275,1291,1331,1369,1391,1443,1499,
1,5,6,11,30,86,122,167,182,237,293,342,341,393,447,432,487,488,525,556,590,588,626,679,709,719,760,817,845,862,917,886,942,975,1024,1075,1070,1103,1135,1189,1238,1241,1294,1312,1356,1406,1393,1443,1499,
1,54,41,69,76,110,142,183,220,256,273,308,327,353,399,445,495,524,578,634,669,726,757,793,768,815,856,889,893,891,914,961,999,1045,1099,1132,1157,1210,1243,1282,1323,1371,1406,1446,1499,
