1,115,65,73,140,207,306,418,505,621,772,842,868,979,1097,1191,1269,1378,1499,
1,37,2,163,175,213,345,394,474,589,571,682,800,733,860,935,1095,1022,1157,1276,1355,1499,
1,87,255,299,304,432,388,386,422,336,443,589,538,696,791,953,1023,1180,1332,1499,
