1,55,164,163,294,290,196,325,377,481,581,674,794,877,949,1074,1145,1215,1272,1402,1499,
1,46,149,287,231,244,347,416,502,504,458,558,664,584,693,798,861,999,1073,1182,1232,1364,1499,
1,21,44,168,198,267,280,319,338,479,611,680,800,941,1052,1135,1276,1288,1423,1499,
