1,101,181,205,268,366,473,576,656,734,780,894,920,998,1016,995,1072,1168,1239,1331,1412,1499,
1,40,89,170,258,321,372,487,593,602,579,682,738,839,927,1024,1115,1224,1305,1421,1499,
1,6,120,141,178,284,344,445,541,620,661,668,682,723,748,836,909,941,961,1037,1143,1062,1145,1256,1347,1404,1499,
