1,50,2,131,266,397,522,561,671,811,902,922,803,974,1149,1089,1227,1387,1499,
1,101,255,303,148,317,451,383,550,621,778,892,1026,1051,1226,1387,1499,
1,97,273,405,404,353,439,546,593,619,777,938,993,1163,1250,1295,1442,1499,
