1,11,14,64,75,95,93,155,201,252,318,353,429,503,589,526,619,671,747,809,795,818,898,921,943,964,1026,1049,1079,1126,1162,1184,1219,1238,1314,1393,1436,1499,
1,32,81,140,233,316,349,336,376,413,401,458,462,521,609,665,579,642,675,722,777,834,901,956,1016,1019,1086,1173,1259,1209,1282,1344,1423,1499,
1,92,105,153,227,249,293,386,460,527,579,576,667,750,755,847,816,863,883,973,1036,996,1053,1107,1099,1094,1177,1244,1300,1314,1338,1420,1499,
