1,35,18,54,83,111,72,117,145,160,186,210,232,275,261,300,345,356,361,403,417,440,402,446,489,532,544,556,600,617,643,672,710,726,766,763,779,800,804,842,877,892,871,913,929,910,921,957,997,1023,999,1045,1080,1126,1164,1198,1238,1270,1298,1325,1311,1345,1368,1395,1421,1456,1499,
1,15,3,42,76,98,126,122,152,188,219,231,273,290,311,330,361,336,378,369,402,444,484,510,535,556,581,598,608,590,632,677,700,735,780,817,836,880,906,928,959,993,1035,1049,1077,1066,1096,1113,1158,1122,1123,1166,1212,1239,1279,1257,1280,1263,1296,1340,1385,1421,1412,1422,1407,1453,1499,
1,11,46,36,78,56,82,115,150,147,180,200,221,224,250,290,296,323,353,389,414,431,469,514,551,558,583,598,605,651,691,732,762,806,844,846,884,911,944,990,1031,1057,1102,1109,1139,1178,1212,1254,1300,1339,1345,1366,1376,1387,1427,1453,1499,
