1454,1227,1132,851,841,789,767,739,269,175,84,
1434,1211,1199,1165,963,858,834,775,587,546,529,277,254,153,106,
1365,1320,1246,1172,1133,795,725,679,658,653,620,524,371,349,264,175,156,112,
