1,123,107,6,114,60,174,298,352,475,507,632,650,683,795,874,968,928,988,1097,1190,1292,1392,1499,
1,54,58,175,137,230,255,345,415,479,599,711,688,789,886,1005,1071,1155,1258,1338,1401,1499,
1,15,135,219,252,351,349,423,392,437,549,633,760,885,784,877,974,1052,1085,1163,1281,1286,1353,1446,1499,
