1,41,159,272,420,475,589,683,800,834,942,948,1089,1104,1113,1209,1358,1499,
1,30,89,149,306,210,250,230,377,459,433,590,693,658,762,919,1075,1141,1264,1372,1499,
1,89,247,392,499,657,791,895,1002,1123,1236,1391,1499,
