1,16,127,299,458,575,766,710,848,1030,828,1017,1139,1263,1341,1499,
1,150,286,94,208,329,530,723,902,1082,1195,1365,1499,
1,175,154,63,108,274,298,434,592,567,617,697,791,628,804,923,1116,1299,1499,
