1,90,141,168,225,302,380,464,500,585,560,593,668,666,741,749,799,878,943,886,920,989,1065,1109,1182,1143,1233,1290,1374,1331,1373,1457,1499,
1,55,146,186,271,248,214,277,319,358,409,440,451,514,584,651,708,756,821,866,897,985,1027,1058,1121,1144,1131,1222,1310,1293,1322,1412,1499,
1,57,73,82,156,231,250,334,401,333,405,406,462,506,471,558,548,574,649,688,709,779,869,884,974,1060,1129,1218,1185,1256,1304,1379,1447,1499,
