1,0,13,25,32,47,62,78,82,97,103,119,115,130,135,151,158,172,180,196,206,208,223,231,246,262,270,279,276,291,306,322,323,327,333,338,354,369,383,374,385,401,417,413,429,437,453,468,475,490,503,511,514,526,527,543,557,570,585,595,610,623,631,646,650,664,674,689,705,717,724,721,728,744,760,765,779,788,793,803,814,829,836,833,841,842,847,858,874,886,899,912,926,933,949,959,965,981,984,999,
1,7,19,33,27,26,42,38,46,54,62,60,72,86,97,102,113,129,144,155,171,183,196,204,212,223,237,241,248,261,275,278,290,295,308,307,318,329,337,340,351,360,373,383,390,402,406,420,428,440,455,463,474,475,490,498,514,528,520,531,543,558,567,581,597,611,627,633,636,648,662,664,676,665,679,694,709,724,735,740,737,749,750,764,776,792,800,794,806,820,816,817,830,842,852,864,879,895,907,917,929,941,946,949,964,978,984,999,
1,11,27,23,29,35,41,48,61,75,73,76,71,83,81,93,94,103,108,124,135,145,157,162,178,186,200,211,224,236,249,262,272,265,274,282,288,302,313,328,338,342,354,369,378,383,382,387,398,386,397,413,421,430,435,448,461,471,483,490,491,507,520,536,549,565,574,584,597,603,614,623,639,649,651,657,658,668,680,695,709,719,721,723,728,733,746,754,767,782,797,786,802,794,809,822,836,851,863,872,875,889,899,911,923,934,944,945,955,960,966,971,973,985,999,
