1,78,145,171,190,214,259,298,316,320,346,417,407,457,492,532,562,582,658,731,793,744,790,862,886,953,999,
1,13,78,144,161,223,254,255,290,274,311,326,286,339,377,442,516,547,598,561,624,615,664,725,800,811,867,943,999,
1,61,36,67,30,87,139,213,273,338,386,373,450,442,473,540,517,532,580,588,576,634,679,605,670,668,693,763,800,863,920,945,999,
