1,48,66,121,181,214,152,177,224,282,324,377,407,459,494,545,578,585,607,580,593,624,644,651,712,771,774,820,883,916,927,986,999,
1,6,35,89,146,200,225,180,218,244,301,356,409,446,422,458,519,568,549,611,670,719,778,841,875,915,936,999,
1,54,46,47,65,90,138,188,232,294,298,336,394,415,470,529,574,635,694,721,745,801,816,840,898,960,999,
