1,4,12,31,55,56,75,93,94,113,134,155,164,182,206,192,207,230,256,267,283,301,321,334,360,340,361,379,402,397,417,436,438,461,483,505,523,536,554,568,585,607,614,634,652,675,693,712,736,738,750,759,776,793,811,827,848,871,895,915,924,942,963,973,999,
1,9,13,24,40,66,88,106,108,114,131,151,149,170,189,214,238,258,277,275,276,302,325,348,353,357,335,358,372,396,417,435,457,482,492,508,534,541,566,591,603,627,646,672,696,682,684,710,719,745,770,791,810,829,848,858,837,843,868,892,915,897,906,926,938,953,964,987,999,
1,4,30,46,47,52,69,85,103,127,147,163,168,175,195,193,211,232,222,244,261,266,286,299,322,344,354,357,366,381,385,397,416,441,454,469,490,499,519,517,527,534,542,568,593,609,632,635,649,674,699,709,735,751,764,740,753,779,805,821,818,820,843,868,869,892,902,925,940,952,977,999,
