1,23,39,42,45,29,52,87,116,145,165,197,215,245,263,295,290,321,332,341,373,410,451,479,507,503,530,531,570,580,604,613,641,667,698,694,701,731,772,781,806,833,852,880,908,924,930,956,999,
1,33,58,75,93,123,143,166,205,210,237,272,313,351,380,401,429,469,493,529,572,606,617,657,700,726,761,789,801,828,858,882,914,952,971,999,
1,41,57,97,94,131,174,159,200,228,260,277,300,331,298,284,321,362,382,421,464,497,481,477,506,533,559,595,569,587,622,663,655,685,724,747,755,762,803,832,844,841,857,890,920,961,999,
