1,0,23,47,74,92,93,113,128,141,156,182,198,212,235,255,282,306,321,340,315,339,366,390,409,414,413,431,457,455,465,460,482,499,524,527,547,561,581,606,607,628,649,676,673,698,711,715,736,762,785,773,784,787,805,827,836,831,855,876,884,897,915,910,936,962,989,999,
1,7,34,40,66,50,71,96,81,80,99,126,125,150,156,175,163,185,195,200,224,241,250,266,284,308,307,326,350,377,397,411,433,459,477,503,506,501,514,541,555,565,584,592,595,621,639,650,658,684,688,700,714,738,762,768,776,783,787,812,830,850,864,884,904,930,943,964,990,999,
1,25,52,79,95,114,134,142,154,173,195,216,211,236,259,282,305,331,357,372,396,413,404,421,429,445,464,488,479,496,521,532,553,580,606,632,655,643,667,670,689,700,720,744,753,740,750,776,800,813,835,854,878,869,876,890,905,923,927,943,958,978,999,
